event_id,event_title,event_slug,event_venue,event_website,event_date,event_country,event_region_id,event_country_id,event_latitude,event_longitude,event_categories,event_specifications
191840,2025 World Triathlon Long Distance Aquabike Championships Pontevedra,2025-world-triathlon-long-distance-aquabike-championships-pontevedra,Pontevedra,,2025-06-29,Spain,10,270,42.42988,-8.64462,"[{'event_id': 191840, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}, {'event_id': 191840, 'cat_id': 483, 'cat_name': 'Age-Group Event', 'cat_parent_id': 1}]","[{'event_id': 191840, 'cat_id': 453, 'cat_name': 'Aquabike', 'cat_parent_id': 3}, {'event_id': 191840, 'cat_id': 454, 'cat_name': 'Long Distance', 'cat_parent_id': 453}]"
195057,2025 SUI Sprint Triathlon National Championships,2025-sui-sprint-triathlon-national-championships,Zurich,,2025-06-29,Switzerland,10,276,,,,"[{'event_id': 195057, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195057, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195030,2025 ITA Triathlon Junior National Championships,2025-ita-triathlon-junior-national-championships,Spresiano,,2025-07-04,Italy,10,190,,,,"[{'event_id': 195030, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195030, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194203,2025 World Triathlon Cup Tiszaujvaros,2025-world-triathlon-cup-tiszaujvaros,Tiszaujvaros,,2025-07-05,Hungary,10,182,47.93276840593367,21.036513507998876,"[{'event_id': 194203, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 194203, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194203, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194265,2025 Europe Triathlon Junior Cup Tiszaujvaros,2025-europe-triathlon-junior-cup-tiszaujvaros,Tiszaujvaros,,2025-07-05,Hungary,10,182,47.93316449438879,21.03604590000259,"[{'event_id': 194265, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 194265, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194265, 'cat_id': 378, 'cat_name': 'Super Sprint', 'cat_parent_id': 357}]"
194970,2025 Europe Triathlon Mixed Relay Club Championships Elblag,2025-europe-triathlon-mixed-relay-club-championships-elblag,Elbląg,,2025-07-05,Poland,10,246,54.15886119621163,19.392408683447314,"[{'event_id': 194970, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 194970, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194970, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]"
195027,2025 LUX Triathlon National Championships,2025-lux-triathlon-national-championships,Echternach,,2025-07-05,Belgium,10,119,,,,"[{'event_id': 195027, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195027, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
195051,2025 FIN Sprint Triathlon National Championships,2025-fin-sprint-triathlon-national-championships,Oittaa Espoo,,2025-07-05,Finland,10,165,,,,"[{'event_id': 195051, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195051, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194287,2025 Africa Triathlon Cup Lake Kivu,2025-africa-triathlon-cup-lake-kivu,Lake Kivu,,2025-07-05,Rwanda,12,252,-2.0448431,29.1855785,"[{'event_id': 194287, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 194287, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194287, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194288,2025 Africa Triathlon Premium Cup Larache,2025-africa-triathlon-premium-cup-larache,Larache,,2025-07-06,Morocco,12,224,35.1721577,-6.1445644,"[{'event_id': 194288, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 194288, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194288, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195056,2025 SWE Triathlon National Championships,2025-swe-triathlon-national-championships,Säter,,2025-07-06,Sweden,10,275,,,,"[{'event_id': 195056, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195056, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
195075,2025 SUI Sprint Duathlon National Championships,2025-sui-sprint-duathlon-national-championships,Nottwil,,2025-07-06,Switzerland,10,276,,,,"[{'event_id': 195075, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 195075, 'cat_id': 367, 'cat_name': 'Sprint', 'cat_parent_id': 355}]"
195069,2025 BEL Sprint Triathlon National Championships,2025-bel-sprint-triathlon-national-championships,Kinrooi,,2025-07-06,Belgium,10,119,,,,"[{'event_id': 195069, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195069, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194885,2025 Mini Pacific Games Koror. Triathlon,2025-mini-pacific-games-koror,"Imekang Beach, Ngiwal State",,2025-07-07,Palau,14,239,7.53873634484674,134.62527252105735,"[{'event_id': 194885, 'cat_id': 346, 'cat_name': 'Recognised Games', 'cat_parent_id': 1}]","[{'event_id': 194885, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194885, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 194885, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]"
195023,2025 Mini Pacific Games Koror. Aquathlon,koror-aquathlon,"Imekang Beach, Ngiwal State",,2025-07-09,Palau,14,239,,,"[{'event_id': 195023, 'cat_id': 346, 'cat_name': 'Recognised Games', 'cat_parent_id': 1}]","[{'event_id': 195023, 'cat_id': 353, 'cat_name': 'Aquathlon', 'cat_parent_id': 3}]"
194193,2025 World Triathlon Championship Series Hamburg,2025-world-triathlon-championship-series-hamburg,Hamburg,,2025-07-12,Germany,10,170,53.54883,9.98717,"[{'event_id': 194193, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 194193, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194193, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194194,2025 World Triathlon Mixed Relay Championships Hamburg,2025-world-triathlon-mixed-relay-championships-hamburg,Hamburg,,2025-07-12,Germany,10,170,53.54883,9.98717,"[{'event_id': 194194, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}]","[{'event_id': 194194, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194194, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]"
194213,2025 World Triathlon Para Cup Magog,2025-world-triathlon-para-cup-magog,Magog,https://trimemphre.com/,2025-07-12,Canada,11,135,45.2666232,-72.1489688,"[{'event_id': 194213, 'cat_id': 449, 'cat_name': 'World Para Cup', 'cat_parent_id': 1}]","[{'event_id': 194213, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194213, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
194916,2025 Americas Triathlon Cup Magog,2025-americas-triathlon-cup-magog,Magog,,2025-07-12,Canada,11,135,45.26506151733847,-72.14796200722938,"[{'event_id': 194916, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 194916, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194916, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194266,2025 Europe Triathlon Junior Cup Chisinau,2025-europe-triathlon-junior-cup-chisinau,La Izvor Arena,,2025-07-12,Moldova,10,221,47.04742836227848,28.785789024432745,"[{'event_id': 194266, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 194266, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194266, 'cat_id': 378, 'cat_name': 'Super Sprint', 'cat_parent_id': 357}, {'event_id': 194266, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]"
195066,2025 LAT Sprint Triathlon National Championships,2025-lat-sprint-triathlon-national-championships,Smiltene,,2025-07-13,Latvia,10,202,,,,"[{'event_id': 195066, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195066, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195104,2025 JPN Aquathlon National Championships,2025-jpn-aquathlon-national-championships,Uminomori,,2025-07-13,Japan,13,192,,,,"[{'event_id': 195104, 'cat_id': 353, 'cat_name': 'Aquathlon', 'cat_parent_id': 3}, {'event_id': 195104, 'cat_id': 359, 'cat_name': 'Standard', 'cat_parent_id': 353}]"
195361,2025 GIB Triathlon National Championships,2025-gib-triathlon-national-championships,Orkney,,2025-07-13,Great Britain,10,292,,,,"[{'event_id': 195361, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195361, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
194208,2025 World Triathlon Para Series Montreal,2025-world-triathlon-para-series-montreal,Parc Jean-Drapeau,,2025-07-19,Canada,11,135,45.517551481833294,-73.52730862865423,"[{'event_id': 194208, 'cat_id': 448, 'cat_name': 'World Para Series', 'cat_parent_id': 1}]","[{'event_id': 194208, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194208, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}]"
194870,2025 Americas Triathlon Cup Montreal,2025-americas-triathlon-cup-montreal,Parc Jean-Drapeau,,2025-07-19,Canada,11,135,45.517053300130925,-73.52732851199592,"[{'event_id': 194870, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 194870, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 194870, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}]"
194855,2025 World Triathlon Para Cup Tata,2025-world-triathlon-para-cup-tata,,,2025-07-19,Hungary,10,182,47.64663836426118,18.318419164488745,"[{'event_id': 194855, 'cat_id': 449, 'cat_name': 'World Para Cup', 'cat_parent_id': 1}]","[{'event_id': 194855, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}, {'event_id': 194855, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}]"
194727,2025 World Triathlon Development Regional Cup Kampar,2025-world-triathlon-development-regional-cup-kampar,Kampar,,2025-07-19,Malaysia,13,213,4.308504,101.1536528,"[{'event_id': 194727, 'cat_id': 477, 'cat_name': 'Development Regional Cup', 'cat_parent_id': 1}]","[{'event_id': 194727, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194727, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194728,2025 Asia Triathlon Junior Cup Kampar,2025-asia-triathlon-junior-cup-kampar,Kampar,,2025-07-19,Malaysia,13,213,4.308504,101.1536528,"[{'event_id': 194728, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 194728, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194728, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194939,2025 Europe Triathlon Sprint and Relay Championships Melilla,2025-europe-triathlon-sprint-and-relay-championships-melilla,Melilla,,2025-07-19,Spain,10,270,,,"[{'event_id': 194939, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}]","[{'event_id': 194939, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 194939, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}, {'event_id': 194939, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}]"
195077,2025 AUT Middle Distance Triathlon National Championships,2025-aut-middle-distance-triathlon-national-championships,Obertrum,,2025-07-20,Austria,10,112,,,,"[{'event_id': 195077, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}, {'event_id': 195077, 'cat_id': 373, 'cat_name': 'Middle Distance', 'cat_parent_id': 356}]"
195327,2025 ESP Cross Triathlon National Championships,2025-esp-cross-triathlon-national-championships,Calahorra,,2025-07-26,Spain,10,270,,,,"[{'event_id': 195327, 'cat_id': 354, 'cat_name': 'Cross Triathlon', 'cat_parent_id': 3}, {'event_id': 195327, 'cat_id': 363, 'cat_name': 'Standard', 'cat_parent_id': 354}]"
195328,2025 ESP Aquathlon National Championships,2025-esp-aquathlon-national-championships,Calahorra,,2025-07-26,Spain,10,270,,,,"[{'event_id': 195328, 'cat_id': 353, 'cat_name': 'Aquathlon', 'cat_parent_id': 3}, {'event_id': 195328, 'cat_id': 359, 'cat_name': 'Standard', 'cat_parent_id': 353}]"
195319,2025 UKR Triathlon National Championships,2025-ukr-triathlon-national-championships,Kiyv,,2025-07-26,Ukraine,10,290,,,,"[{'event_id': 195319, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195319, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
194984,2025 Asia Triathlon Junior Cup Kokshetau,2025-asia-triathlon-junior-cup-kokshetau,,,2025-07-26,Kazakhstan,13,194,,,"[{'event_id': 194984, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 194984, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194984, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195106,2025 JPN Junior Triathlon National Championships,2025-jpn-triathlon-junior-national-championships,Kaizu,,2025-07-27,Japan,13,192,,,,"[{'event_id': 195106, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195106, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194891,2025 Asia Triathlon Cup Kokshetau,2025-asia-triathlon-cup-kokshetau,Kokshetau,,2025-07-27,Kazakhstan,13,194,,,"[{'event_id': 194891, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 194891, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194891, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
194876,2025 Americas Triathlon Duathlon Championships Cali,2025-americas-triathlon-duathlon-championships-cali-,PARQUE EL INGENIO,,2025-07-27,Colombia,11,142,,,"[{'event_id': 194876, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}, {'event_id': 194876, 'cat_id': 483, 'cat_name': 'Age-Group Event', 'cat_parent_id': 1}]","[{'event_id': 194876, 'cat_id': 367, 'cat_name': 'Sprint', 'cat_parent_id': 355}, {'event_id': 194876, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}]"
194973,2025 World Triathlon Development Regional Cup Vlasina Lake,2025-world-triathlon-development-regional-cup-vlasina-lake,Vlasina Lake,https://rs.srichinmoyraces.org/vlasinski-triatlon,2025-07-27,Serbia,10,261,42.73935379798334,22.330014011104367,"[{'event_id': 194973, 'cat_id': 477, 'cat_name': 'Development Regional Cup', 'cat_parent_id': 1}]","[{'event_id': 194973, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194973, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195276,2025 ESP Cross Duathlon National Championships,2025-esp-cross-duathlon-national-championships,Calahorra,,2025-07-27,Spain,10,270,,,,"[{'event_id': 195276, 'cat_id': 408, 'cat_name': 'Cross Duathlon', 'cat_parent_id': 3}, {'event_id': 195276, 'cat_id': 413, 'cat_name': 'Standard', 'cat_parent_id': 408}]"
194267,2025 Europe Triathlon Junior Cup Tabor,2025-europe-triathlon-junior-cup-tabor,Tábor,https://tabortriathlonfestival.cz/,2025-07-27,Czech Republic,10,152,49.41483333593928,14.672883648991188,"[{'event_id': 194267, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 194267, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194267, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194936,2025 Europe Triathlon Baltic Championships Otepää,2025-europe-triathlon-baltic-championships-otepaeae,Pühajärve,https://triatloniakadeemia.ee/ee/uritused/otepaa-triatlon,2025-07-27,Estonia,10,162,58.04507951288073,26.47079110508156,"[{'event_id': 194936, 'cat_id': 347, 'cat_name': 'Regional Championships', 'cat_parent_id': 1}]","[{'event_id': 194936, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 194936, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}]"
195100,2025 USA Triathlon Junior National Championships,2025-usa-triathlon-junior-national-championships,Ohio,,2025-08-02,United States,11,293,,,,"[{'event_id': 195100, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195100, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195090,2025 GER Sprint Triathlon National Championships,2025-ger-sprint-triathlon-national-championships,Dresden,,2025-08-02,Germany,10,170,,,,"[{'event_id': 195090, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195090, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195099,2025 ROU Sprint Triathlon National Championships,2025-rou-sprint-triathlon-national-championships,Sibiu,,2025-08-03,Romania,10,250,,,,"[{'event_id': 195099, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195099, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194963,2025 Europe Triathlon XTERRA Cross Duathlon Championships Prachatice,2025-europe-triathlon-xterra-cross-duathlon-championships-prachatice-,Great Square,https://www.xterraplanet.com/race/xterra-czech-republic-duathlon,2025-08-07,Czech Republic,10,152,49.01265608474242,13.997706125768588,"[{'event_id': 194963, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}, {'event_id': 194963, 'cat_id': 483, 'cat_name': 'Age-Group Event', 'cat_parent_id': 1}]","[{'event_id': 194963, 'cat_id': 408, 'cat_name': 'Cross Duathlon', 'cat_parent_id': 3}]"
194964,2025 Europe Triathlon XTERRA Cross Championships Prachatice,2025-europe-triathlon-xterra-cross-championships-prachatice-,Great Square,https://www.xterraplanet.com/race/xterra-czech-full-distance-triathlon,2025-08-09,Czech Republic,10,152,49.01259747581281,13.997657024943067,"[{'event_id': 194964, 'cat_id': 340, 'cat_name': 'Continental Championships', 'cat_parent_id': 1}, {'event_id': 194964, 'cat_id': 483, 'cat_name': 'Age-Group Event', 'cat_parent_id': 1}]","[{'event_id': 194964, 'cat_id': 354, 'cat_name': 'Cross Triathlon', 'cat_parent_id': 3}]"
194268,2025 Europe Triathlon Junior Cup Izvorani,2025-europe-triathlon-junior-cup-izvorani,Izvorani,https://triathlon.org/,2025-08-09,Romania,10,250,44.69535,26.12095,"[{'event_id': 194268, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 194268, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194268, 'cat_id': 378, 'cat_name': 'Super Sprint', 'cat_parent_id': 357}, {'event_id': 194268, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]"
194221,2025 T100 Triathlon World Tour London,2025-t100-triathlon-world-tour-london,London,https://t100triathlon.com/london/triathlon-2025/,2025-08-09,Great Britain,10,292,51.5072178,-0.1275862,"[{'event_id': 194221, 'cat_id': 640, 'cat_name': 'T100 Triathlon World Tour', 'cat_parent_id': 1}]","[{'event_id': 194221, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}]"
194968,2025 Americas Triathlon Cup Kelowna,2025-americas-triathlon-cup-kelowna,Kelowna City Park,https://appleraceseries.com/,2025-08-09,Canada,11,135,,,"[{'event_id': 194968, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 194968, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194968, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195102,2025 SRB Aquathlon National Championships,2025-srb-aquathlon-national-championships,Vršac,,2025-08-10,Serbia,10,261,,,,"[{'event_id': 195102, 'cat_id': 353, 'cat_name': 'Aquathlon', 'cat_parent_id': 3}, {'event_id': 195102, 'cat_id': 359, 'cat_name': 'Standard', 'cat_parent_id': 353}]"
183831,2025 Chengdu World Games,2025-chengdu-world-games,Xinglong Lake Hubin Arena,,2025-08-14,China,13,141,30.401681932848433,104.07349174749925,"[{'event_id': 183831, 'cat_id': 346, 'cat_name': 'Recognised Games', 'cat_parent_id': 1}]","[{'event_id': 183831, 'cat_id': 355, 'cat_name': 'Duathlon', 'cat_parent_id': 3}, {'event_id': 183831, 'cat_id': 368, 'cat_name': 'Standard', 'cat_parent_id': 355}, {'event_id': 183831, 'cat_id': 371, 'cat_name': 'Mixed Relay', 'cat_parent_id': 355}]"
194313,2025 Europe Triathlon Junior Cup Riga,2025-europe-triathlon-cup-riga,Riga,,2025-08-16,Latvia,10,202,57.015353167039166,24.151568876581052,"[{'event_id': 194313, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 194313, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194313, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195325,2025 SVK Triathlon National Championships,2025-svk-triathlon-national-championships,Žilina,,2025-08-16,Slovakia,10,265,,,,"[{'event_id': 195325, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195325, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
194291,2025 Africa Triathlon Junior Cup Al Alamein,2025-africa-triathlon-junior-cup-al-alamein,Al Alamein,,2025-08-16,Egypt,12,158,30.82247,28.954309,"[{'event_id': 194291, 'cat_id': 342, 'cat_name': 'Continental Junior Cup', 'cat_parent_id': 1}]","[{'event_id': 194291, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194291, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194292,2025 Africa Triathlon Cup Al Alamein,2025-africa-triathlon-cup-al-alamein,Al Alamein,,2025-08-16,Egypt,12,158,30.82247,28.954309,"[{'event_id': 194292, 'cat_id': 341, 'cat_name': 'Continental Cup', 'cat_parent_id': 1}]","[{'event_id': 194292, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194292, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195110,2025 AUT Triathlon National Championships,2025-aut-triathlon-national-championships,Thiersee,,2025-08-17,Austria,10,112,,,,"[{'event_id': 195110, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195110, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]"
195103,2025 MRI Triathlon National Championships,2025-mri-triathlon-national-championships,Blue Bay,,2025-08-17,Mauritius,12,218,,,,"[{'event_id': 195103, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195103, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}, {'event_id': 195103, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
194871,2025 Asuncion Junior Pan-American Games,2025-asuncion-junior-pan-american-games,"Playa San José, Encarnación.",https://asu2025.org.py/,2025-08-20,Paraguay,11,243,-27.337695411302718,-55.872123656790336,"[{'event_id': 194871, 'cat_id': 343, 'cat_name': 'Major Games', 'cat_parent_id': 1}]","[{'event_id': 194871, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 194871, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194871, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]"
194954,2025 World Triathlon Development Regional Cup Tobago,2025-world-triathlon-development-regional-cup-tobago,,,2025-08-23,Trinidad and Tobago,11,285,,,"[{'event_id': 194954, 'cat_id': 477, 'cat_name': 'Development Regional Cup', 'cat_parent_id': 1}]","[{'event_id': 194954, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194954, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195022,2025 Americas Triathlon CARIFTA  Championships Tobago,2025-world-triathlon-carifta-championships-tobago,Courland Heritage Park,,2025-08-23,Trinidad and Tobago,11,285,,,"[{'event_id': 195022, 'cat_id': 347, 'cat_name': 'Regional Championships', 'cat_parent_id': 1}]","[{'event_id': 195022, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195022, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195315,2025 LUX Sprint Triathlon National Championships,2025-lux-sprint-triathlon-national-championships,Weiswampach,,2025-08-23,Luxembourg,10,209,,,,"[{'event_id': 195315, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195315, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195101,2025 SLO Triathlon Junior National Championships,2025-slo-triathlon-junior-national-championships,Kočevje,,2025-08-23,Slovenia,10,266,,,,"[{'event_id': 195101, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195101, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195316,2025 SLO Sprint Triathlon National Championships,2025-slo-sprint-triathlon-national-championships,Kočevje,,2025-08-23,Slovenia,10,266,,,,"[{'event_id': 195316, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 195316, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
195107,2025 NOR Paratriathlon National Championships,2025-nor-paratriathlon-national-championships,Trondheim,,2025-08-24,Norway,10,236,,,,"[{'event_id': 195107, 'cat_id': 381, 'cat_name': 'Paratriathlon', 'cat_parent_id': 357}, {'event_id': 195107, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]"
